,Mob dist,Thresh,Anomaly
2004-02-12 10:32:39,2.1589867423709035,3.5969351255979984,False
2004-02-12 10:42:39,2.856686093751523,3.5969351255979984,False
2004-02-12 10:52:39,2.654306680604327,3.5969351255979984,False
2004-02-12 11:02:39,2.7513279090069083,3.5969351255979984,False
2004-02-12 11:12:39,2.383969280070533,3.5969351255979984,False
2004-02-12 11:22:39,2.8782668053103357,3.5969351255979984,False
2004-02-12 11:32:39,2.1044101771536887,3.5969351255979984,False
2004-02-12 11:42:39,1.848784679180744,3.5969351255979984,False
2004-02-12 11:52:39,3.1184808985809562,3.5969351255979984,False
2004-02-12 12:02:39,3.1112462844328164,3.5969351255979984,False
2004-02-12 12:12:39,2.1271601495922354,3.5969351255979984,False
2004-02-12 12:22:39,1.3575022919609327,3.5969351255979984,False
2004-02-12 12:32:39,1.481518130766693,3.5969351255979984,False
2004-02-12 12:42:39,1.3835190064770166,3.5969351255979984,False
2004-02-12 12:52:39,1.3419030369839164,3.5969351255979984,False
2004-02-12 13:02:39,1.5293473867649472,3.5969351255979984,False
2004-02-12 13:12:39,2.679346740241624,3.5969351255979984,False
2004-02-12 13:22:39,1.1323511677461715,3.5969351255979984,False
2004-02-12 13:32:39,1.9095098524293135,3.5969351255979984,False
2004-02-12 13:42:39,1.926919056200997,3.5969351255979984,False
2004-02-12 13:52:39,1.6415999988733272,3.5969351255979984,False
2004-02-12 14:02:39,2.3407225156987916,3.5969351255979984,False
2004-02-12 14:12:39,1.8901950507908876,3.5969351255979984,False
2004-02-12 14:22:39,1.7898085036769535,3.5969351255979984,False
2004-02-12 14:32:39,2.918339589548187,3.5969351255979984,False
2004-02-12 14:42:39,2.227422820785776,3.5969351255979984,False
2004-02-12 14:52:39,1.789061966901885,3.5969351255979984,False
2004-02-12 15:02:39,2.130288417493288,3.5969351255979984,False
2004-02-12 15:12:39,2.2159563195546963,3.5969351255979984,False
2004-02-12 15:22:39,1.390491723612604,3.5969351255979984,False
2004-02-12 15:32:39,1.8590298947595114,3.5969351255979984,False
2004-02-12 15:42:39,1.6745339120438867,3.5969351255979984,False
2004-02-12 15:52:39,1.3510588674351947,3.5969351255979984,False
2004-02-12 16:02:39,2.190673073538578,3.5969351255979984,False
2004-02-12 16:12:39,3.014919583986876,3.5969351255979984,False
2004-02-12 16:22:39,0.9635125989985802,3.5969351255979984,False
2004-02-12 16:32:39,2.2824335816143906,3.5969351255979984,False
2004-02-12 16:42:39,1.8910863070765436,3.5969351255979984,False
2004-02-12 16:52:39,2.2418140466893663,3.5969351255979984,False
2004-02-12 17:02:39,2.105984171761382,3.5969351255979984,False
2004-02-12 17:12:39,2.303919636862542,3.5969351255979984,False
2004-02-12 17:22:39,1.6936222759552353,3.5969351255979984,False
2004-02-12 17:32:39,1.1114944569464602,3.5969351255979984,False
2004-02-12 17:42:39,0.5699519951882531,3.5969351255979984,False
2004-02-12 17:52:39,2.216970156903589,3.5969351255979984,False
2004-02-12 18:02:39,1.714663359272657,3.5969351255979984,False
2004-02-12 18:12:39,2.20321233388329,3.5969351255979984,False
2004-02-12 18:22:39,2.283259098718215,3.5969351255979984,False
2004-02-12 18:32:39,1.8549896234358125,3.5969351255979984,False
2004-02-12 18:42:39,0.9518004666303596,3.5969351255979984,False
2004-02-12 18:52:39,1.8158844573289532,3.5969351255979984,False
2004-02-12 19:02:39,1.3133865057090894,3.5969351255979984,False
2004-02-12 19:12:39,1.3514176630698078,3.5969351255979984,False
2004-02-12 19:22:39,1.239729985126717,3.5969351255979984,False
2004-02-12 19:32:39,1.6770612110675829,3.5969351255979984,False
2004-02-12 19:42:39,1.980789003750272,3.5969351255979984,False
2004-02-12 19:52:39,1.4176384089697567,3.5969351255979984,False
2004-02-12 20:02:39,1.0974653624234905,3.5969351255979984,False
2004-02-12 20:12:39,1.0694146686488806,3.5969351255979984,False
2004-02-12 20:22:39,2.1570497060477463,3.5969351255979984,False
2004-02-12 20:32:39,1.6102576617450504,3.5969351255979984,False
2004-02-12 20:42:39,1.9219606776260898,3.5969351255979984,False
2004-02-12 20:52:39,1.6986518228178444,3.5969351255979984,False
2004-02-12 21:02:39,0.9822372662632134,3.5969351255979984,False
2004-02-12 21:12:39,1.4638728581786873,3.5969351255979984,False
2004-02-12 21:22:39,0.9746095058037945,3.5969351255979984,False
2004-02-12 21:32:39,1.9387999193381948,3.5969351255979984,False
2004-02-12 21:42:39,1.5757511624148377,3.5969351255979984,False
2004-02-12 21:52:39,1.6537707246151232,3.5969351255979984,False
2004-02-12 22:02:39,1.5364804390291924,3.5969351255979984,False
2004-02-12 22:12:39,1.0953388452150052,3.5969351255979984,False
2004-02-12 22:22:39,2.2631457021096857,3.5969351255979984,False
2004-02-12 22:32:39,1.4491373490944928,3.5969351255979984,False
2004-02-12 22:42:39,2.1015303628617352,3.5969351255979984,False
2004-02-12 22:52:39,2.2311757034031796,3.5969351255979984,False
2004-02-12 23:02:39,0.7955028223921549,3.5969351255979984,False
2004-02-12 23:12:39,1.6800103793765064,3.5969351255979984,False
2004-02-12 23:22:39,1.3656131914685028,3.5969351255979984,False
2004-02-12 23:32:39,0.564770068833365,3.5969351255979984,False
2004-02-12 23:42:39,2.3303941121851426,3.5969351255979984,False
2004-02-12 23:52:39,1.6127352614783979,3.5969351255979984,False
2004-02-13 00:02:39,0.9468418339435184,3.5969351255979984,False
2004-02-13 00:12:39,1.2170711664616076,3.5969351255979984,False
2004-02-13 00:22:39,0.3863015767231883,3.5969351255979984,False
2004-02-13 00:32:39,0.6204327185121611,3.5969351255979984,False
2004-02-13 00:42:39,0.6173043621746919,3.5969351255979984,False
2004-02-13 00:52:39,0.8241060451881215,3.5969351255979984,False
2004-02-13 01:02:39,0.5860176884785303,3.5969351255979984,False
2004-02-13 01:12:39,1.7162875519178222,3.5969351255979984,False
2004-02-13 01:22:39,2.0427564145240855,3.5969351255979984,False
2004-02-13 01:32:39,1.2011573564450098,3.5969351255979984,False
2004-02-13 01:42:39,1.6095807183260038,3.5969351255979984,False
2004-02-13 01:52:39,1.9610998317954476,3.5969351255979984,False
2004-02-13 02:02:39,0.772216190365355,3.5969351255979984,False
2004-02-13 02:12:39,1.7225321613663687,3.5969351255979984,False
2004-02-13 02:22:39,0.9414927347845846,3.5969351255979984,False
2004-02-13 02:32:39,1.2262192274810952,3.5969351255979984,False
2004-02-13 02:42:39,1.030988062072394,3.5969351255979984,False
2004-02-13 02:52:39,0.3920985024766418,3.5969351255979984,False
2004-02-13 03:02:39,0.9357291236740989,3.5969351255979984,False
2004-02-13 03:12:39,0.9700309953548341,3.5969351255979984,False
2004-02-13 03:22:39,0.9213166472000628,3.5969351255979984,False
2004-02-13 03:32:39,1.2827124373216854,3.5969351255979984,False
2004-02-13 03:42:39,0.7832257398754071,3.5969351255979984,False
2004-02-13 03:52:39,0.6784224202687176,3.5969351255979984,False
2004-02-13 04:02:39,1.180511932861133,3.5969351255979984,False
2004-02-13 04:12:39,0.807485642778424,3.5969351255979984,False
2004-02-13 04:22:39,1.500867208496803,3.5969351255979984,False
2004-02-13 04:32:39,0.7890434540178591,3.5969351255979984,False
2004-02-13 04:42:39,1.030875229624025,3.5969351255979984,False
2004-02-13 04:52:39,1.0008806911784713,3.5969351255979984,False
2004-02-13 05:02:39,0.854495370285374,3.5969351255979984,False
2004-02-13 05:12:39,2.128282766961098,3.5969351255979984,False
2004-02-13 05:22:39,1.0235585436741164,3.5969351255979984,False
2004-02-13 05:32:39,0.7087110329566717,3.5969351255979984,False
2004-02-13 05:42:39,1.0080926183120122,3.5969351255979984,False
2004-02-13 05:52:39,1.4424732999753624,3.5969351255979984,False
2004-02-13 06:02:39,1.6549617754120136,3.5969351255979984,False
2004-02-13 06:12:39,1.365239680651095,3.5969351255979984,False
2004-02-13 06:22:39,1.3694361690573371,3.5969351255979984,False
2004-02-13 06:32:39,0.5230289355205855,3.5969351255979984,False
2004-02-13 06:42:39,1.7444581523981109,3.5969351255979984,False
2004-02-13 06:52:39,1.555915718798538,3.5969351255979984,False
2004-02-13 07:02:39,0.8902169153942778,3.5969351255979984,False
2004-02-13 07:12:39,0.9805094518217333,3.5969351255979984,False
2004-02-13 07:22:39,1.181547371302608,3.5969351255979984,False
2004-02-13 07:32:39,0.7684776725697481,3.5969351255979984,False
2004-02-13 07:42:39,0.8862433355848109,3.5969351255979984,False
2004-02-13 07:52:39,0.917433915538788,3.5969351255979984,False
2004-02-13 08:02:39,0.6158656165494585,3.5969351255979984,False
2004-02-13 08:12:39,1.840240454892551,3.5969351255979984,False
2004-02-13 08:22:39,1.8808502662047866,3.5969351255979984,False
2004-02-13 08:32:39,0.8687280638464936,3.5969351255979984,False
2004-02-13 08:42:39,2.157612192849769,3.5969351255979984,False
2004-02-13 08:52:39,1.4099981002768465,3.5969351255979984,False
2004-02-13 09:02:39,1.5846401354202446,3.5969351255979984,False
2004-02-13 09:12:39,1.5752643626057188,3.5969351255979984,False
2004-02-13 09:22:39,1.242108869536365,3.5969351255979984,False
2004-02-13 09:32:39,1.404762903811152,3.5969351255979984,False
2004-02-13 09:42:39,0.7502401269933783,3.5969351255979984,False
2004-02-13 09:52:39,0.48523186974280225,3.5969351255979984,False
2004-02-13 10:02:39,1.2074690136677826,3.5969351255979984,False
2004-02-13 10:12:39,1.2962870807270912,3.5969351255979984,False
